Monthly Redistribution Visits by Docking Station,,,,,
January 2017 - July 2017,,,,,
,,,,,
Month,Docking Station,Docking Points,Collection Visits,Distribution Visits,"Total Visits"
Month,Docking Station,Docking Points Constructed,Collection Visits,Distribution Vistis,Total Visits
Apr-17,"Spindrift Avenue, Millwall",36,1,0,1
Apr-17,"St John's Park, Cubitt Town",30,0,0,0
Apr-17,"St Katharine’s Way, Tower",24,1,6,7
Apr-17,"St Martin's Close, Camden Town",18,2,4,6
Apr-17,"St. Bride Street, Holborn",24,43,18,61
Apr-17,"St. Chad's Street, King's Cross",23,24,5,29
Apr-17,"St. George Street, Mayfair",18,15,2,17
Apr-17,"St. George's Square, Pimlico",16,11,20,31
Apr-17,"St. James's Square, St. James's",40,74,13,87
Apr-17,"St. John Street, Finsbury",18,0,18,18
Apr-17,"St. John's Road, Clapham Junction",33,8,0,8
Apr-17,"St. John's Wood Church, Regent's Park",50,1,7,8
Apr-17,"St. John's Wood Road, St. John's Wood",35,0,20,20
Apr-17,"St. Luke's Church, Chelsea",20,14,4,18
Apr-17,"St. Mark's Road, North Kensington",23,1,2,3
Apr-17,"St. Martin's Street, West End",18,20,1,21
Apr-17,"St. Mary and St. Michael Church, Stepney",25,1,6,7
Apr-17,"St. Mary Axe, Aldgate",21,13,6,19
Apr-17,"St. Peter’s Terrace, Fulham",24,3,3,6
Apr-17,"Stainsby Road, Poplar",24,1,4,5
Apr-17,"Stamford Street, South Bank",27,39,14,53
Apr-17,"Stanhope Gate, Mayfair",21,2,3,5
Apr-17,"Stanley Grove, Battersea",24,1,4,5
Apr-17,"Star Road, West Kensington",24,1,7,8
Apr-17,"Stebondale Street, Cubitt Town",29,7,0,7
Apr-17,"Stephendale Road, Sands End",48,3,3,6
Apr-17,"Stepney Green Station, Stepney",18,0,8,8
Apr-17,"Stewart's Road, Nine Elms",28,3,4,7
Apr-17,"Stockwell Roundabout, Stockwell",33,10,0,10
Apr-17,"Stonecutter Street, Holborn",46,7,1,8
Apr-17,"Storey's Gate, Westminster",18,82,27,109
Apr-17,"Strand, Strand",36,15,8,23
Apr-17,"Strata, Elephant & Castle",21,1,13,14
Apr-17,"Stratford Station, QEOP",34,4,0,4
Apr-17,"Sugden Road, Battersea",19,0,12,12
Apr-17,"Sumner Place, South Kensington",19,9,1,10
Apr-17,"Sun Street, Liverpool Street",25,46,6,52
Apr-17,"Surrey Lane, Battersea",28,1,14,15
Apr-17,"Sutton Street, Shadwell",33,1,10,11
Apr-17,"Swan Street, The Borough",27,4,7,11
Apr-17,"Tachbrook Street, Victoria",16,7,4,11
Apr-17,"Tallis Street, Temple",24,43,22,65
Apr-17,"Tanner Street, Bermondsey",19,14,3,17
Apr-17,"Tate Modern, Bankside",30,7,3,10
Apr-17,"Tavistock Place, Bloomsbury",19,4,15,19
Apr-17,"Tavistock Street, Covent Garden",33,59,8,67
Apr-17,"Taviton Street, Bloomsbury",30,7,8,15
Apr-17,"Teversham Lane, Stockwell",39,2,1,3
Apr-17,"Teviot Street, Poplar",33,0,1,1
Apr-17,"The Green Bridge, Mile End",63,5,8,13
Apr-17,"The Guildhall, Guildhall",17,49,25,74
Apr-17,"The Tennis Courts, Regent's Park",16,1,9,10
Apr-17,"The Vale, West Chelsea",24,4,2,6
Apr-17,"Theobald's Road, Holborn",26,39,30,69
Apr-17,"Thessaly Road North, Nine Elms",28,3,9,12
Apr-17,"Thorndike Close, West Chelsea",25,1,5,6
Apr-17,"Thornfield House, Poplar",26,0,0,0
Apr-17,"Thurtle Road, Haggerston",22,1,10,11
Apr-17,"Timber Lodge, QEOP",35,0,4,4
Apr-17,"Tooley Street, Bermondsey",17,50,2,52
Apr-17,"Torrens Street, Angel",19,2,13,15
Apr-17,"Tower Gardens, Tower",24,43,0,43
Apr-17,"Trebovir Road, Earl's Court",18,1,3,4
Apr-17,"Triangle Car Park, Hyde Park",27,2,6,8
Apr-17,"Turquoise Island, Notting Hill",21,0,4,4
Apr-17,"Twig Folly Bridge, Mile End",21,1,17,18
Apr-17,"Tyers Gate, Bermondsey",36,5,6,11
Apr-17,"Tysoe Street, Clerkenwell",20,9,5,14
Apr-17,"Union Grove, Wandsworth Road",45,5,5,10
Apr-17,"Union Street, The Borough",17,1,4,5
Apr-17,"Upcerne Road, West Chelsea",29,0,5,5
Apr-17,"Upper Bank Street, Canary Wharf",36,1,1,2
Apr-17,"Upper Grosvenor Street, Mayfair",18,10,6,16
Apr-17,"Upper Richmond Road, East Putney",25,1,3,4
Apr-17,"Usk Road, Battersea",30,1,2,3
Apr-17,"Vauxhall Bridge, Pimlico",35,2,5,7
Apr-17,"Vauxhall Cross, Vauxhall",17,0,0,0
Apr-17,"Vauxhall Street, Vauxhall",19,4,0,4
Apr-17,"Vauxhall Walk, Vauxhall",27,4,1,5
Apr-17,"Vereker Road, West Kensington",32,0,2,2
Apr-17,"Vicarage Crescent, Battersea",30,0,7,7
Apr-17,"Vicarage Gate, Kensington",18,0,12,12
Apr-17,"Victoria and Albert Museum, Cromwell Road",36,10,3,13
Apr-17,"Victoria Park Road, Hackney Central",34,7,6,13
Apr-17,"Victory Place, Walworth",24,14,38,52
Apr-17,"Vincent Square, Westminster",19,5,3,8
Apr-17,"Vincent Street, Pimlico",16,6,10,16
Apr-17,"Walmer Road, Notting Hill",24,0,3,3
Apr-17,"Walnut Tree Walk, Vauxhall",20,4,19,23
Apr-17,"Walworth Road, Elephant & Castle",30,0,0,0
Apr-17,"Wandsworth Rd, Isley Court, Wandsworth Road",30,1,5,6
Apr-17,"Wandsworth Town Station, Wandsworth",33,4,1,5
Apr-17,"Wapping High Street, Wapping",20,6,2,8
Apr-17,"Wapping Lane, Wapping",28,1,1,2
Apr-17,"Wardour Street, Soho",16,16,2,18
Apr-17,"Warren Street Station, Fitzrovia",26,7,10,17
Apr-17,"Warwick Avenue Station, Maida Vale",19,3,8,11
Apr-17,"Warwick Road, Olympia",36,2,2,4
Apr-17,"Warwick Square, Pimlico",19,8,16,24
Apr-17,"Waterloo Bridge, South Bank",15,29,17,46
Apr-17,"Waterloo Place, St. James's",20,9,6,15
Apr-17,"Waterloo Road, Southbank",15,64,32,96
Apr-17,"Waterloo Station, Waterloo",126,111,133,244
Apr-17,"Waterloo Station, Waterloo",126,79,159,238
Apr-17,"Waterloo Station, Waterloo",126,20,21,41
Apr-17,"Watney Market, Stepney",51,5,5,10
Apr-17,"Watney Street, Shadwell",27,0,12,12
Apr-17,"Webber Street, Southwark",24,1,5,6
Apr-17,"Wellington Arch, Hyde Park",36,2,3,5
Apr-17,"Wellington Road, St. John's Wood",17,0,9,9
Apr-17,"Wellington Row, Bethnal Green",33,2,12,14
Apr-17,"Wells Street, Fitzrovia",38,5,1,6
Apr-17,"Wendon Street, Old Ford",18,1,3,4
Apr-17,"Wenlock Road, Hoxton",28,1,22,23
Apr-17,"West Cromwell Road, Earl's Court",24,2,4,6
Apr-17,"West Kensington Station, West Kensington",21,2,2,4
Apr-17,"West Smithfield Rotunda, Farringdon",25,46,28,74
Apr-17,"Westbourne Grove, Bayswater",26,1,12,13
Apr-17,"Westbourne Park Road, Portobello",23,2,2,4
Apr-17,"Westbridge Road, Battersea",28,3,3,6
Apr-17,"Westferry Circus, Canary Wharf",36,3,0,3
Apr-17,"Westferry DLR, Limehouse",41,10,0,10
Apr-17,"Westfield Ariel Way, White City",42,7,0,7
Apr-17,"Westfield Library Corner, Shepherd's Bush",27,5,0,5
Apr-17,"Westfield Southern Terrace, Shepherd's Bush",29,8,0,8
Apr-17,"Westminster Bridge Road, Elephant & Castle",26,3,6,9
Apr-17,"Westminster Bridge Road, Elephant & Castle",26,0,1,1
Apr-17,"Westminster University, Marylebone",16,1,3,4
Apr-17,"Whiston Road, Haggerston",21,1,15,16
Apr-17,"Whitehall Place, Strand",46,39,8,47
Apr-17,"Whiteley's, Bayswater",16,3,10,13
Apr-17,"William IV Street, Strand",26,76,1,77
Apr-17,"William Morris Way, Sands End",26,2,0,2
Apr-17,"Windsor Terrace, Hoxton",24,1,20,21
Apr-17,"Winsland Street, Paddington",15,47,38,85
Apr-17,"Wood Street, Guildhall",17,33,22,55
Apr-17,"Woodstock Grove, Shepherd's Bush",23,5,1,6
Apr-17,"Woodstock Street, Mayfair",21,6,2,8
Apr-17,"World's End Place, West Chelsea",22,2,1,3
Apr-17,"Wormwood Street, Liverpool Street",16,50,1,51
Apr-17,"Wren Street, Holborn",33,8,14,22
Apr-17,"Wright's Lane, Kensington",37,6,1,7
Apr-17,"York Hall, Bethnal Green",27,3,2,5
May-17,,,0,0,0
May-17,"Abbey Orchard Street, Westminster",29,83,41,124
May-17,"Abbotsbury Road, Holland Park",24,0,4,4
May-17,"Aberdeen Place, St John's Wood",18,2,16,18
May-17,"Aberfeldy Street, Poplar",16,0,1,1
May-17,"Abingdon Green, Great College Street",20,61,15,76
May-17,"Abingdon Villas, Kensington",17,0,1,1
May-17,"Abyssinia Close, Clapham Junction",20,0,1,1
May-17,"Ackroyd Drive, Bow",29,0,4,4
May-17,"Ada Street, Hackney Central",45,12,3,15
May-17,"Addison Road, Holland Park",26,0,1,1
May-17,"Aintree Street, Fulham",24,1,5,6
May-17,"Albany Street, Regent's Park",27,1,12,13
May-17,"Albert Bridge Road, Battersea Park",20,4,6,10
May-17,"Albert Embankment, Vauxhall",24,3,15,18
May-17,"Albert Gardens, Stepney",33,2,6,8
May-17,"Albert Gate, Hyde Park",28,0,2,2
May-17,"Albert Square, Stockwell",32,2,8,10
May-17,"Alderney Street, Pimlico",14,5,14,19
May-17,"Aldersgate Street, Barbican",15,47,27,74
May-17,"Alfred Place, Bloomsbury",40,9,4,13
May-17,"Alfreda Street, Battersea Park",22,3,3,6
May-17,"All Saints Church, Portobello",37,0,4,4
May-17,"All Saints' Road, Portobello",22,0,3,3
May-17,"Alma Road, Wandsworth",28,0,10,10
May-17,"Alpha Grove, Millwall",23,0,2,2
May-17,"Ampton Street, Clerkenwell",21,1,15,16
May-17,"Ansell House, Stepney",43,0,19,19
May-17,"Antill Road, Mile End",30,0,7,7
May-17,"Appold Street, Liverpool Street",26,35,2,37
May-17,"Archbishop's Park, Waterloo",23,16,8,24
May-17,"Argyll Road, Kensington",19,0,1,1
May-17,"Arlington Road, Camden Town",24,2,4,6
May-17,"Ashley Crescent, Battersea",28,0,9,9
May-17,"Ashley Place, Victoria",25,23,10,33
May-17,"Ashmole Estate, Oval",34,2,6,8
May-17,"Aston Street, Stepney",26,1,4,5
May-17,"Austin Road, Battersea",18,2,6,8
May-17,"Aylward Street, Stepney",22,1,8,9
May-17,"Baker Street, Marylebone",22,1,1,2
May-17,"Baldwin Street, St. Luke's",21,7,7,14
May-17,"Bancroft Road, Bethnal Green",21,1,21,22
May-17,"Bank of England Museum, Bank",16,33,5,38
May-17,"Bankside Mix, Bankside",60,29,3,32
May-17,"Barbican Centre, Barbican",19,19,2,21
May-17,"Barons Court Station, West Kensington",32,1,5,6
May-17,"Bath Street, St. Luke's",18,12,1,13
May-17,"Battersea Church Road, Battersea",25,0,6,6
May-17,"Battersea Park Road, Nine Elms",27,0,19,19
May-17,"Battersea Power Station, Battersea Park",27,0,8,8
May-17,"Bayley Street, Bloomsbury",25,18,2,20
May-17,"Baylis Road, Waterloo",18,54,39,93
May-17,"Bayswater Road, Hyde Park",26,0,1,1
May-17,"BBC White City, White City",36,2,0,2
May-17,"Beaumont Street, Marylebone",23,3,4,7
May-17,"Bedford Way, Bloomsbury",23,4,8,12
May-17,"Belford House, Haggerston",35,4,5,9
May-17,"Belgrave Road, Victoria",29,11,15,26
May-17,"Belgrave Square, Belgravia",21,4,8,12
May-17,"Belgrove Street, King's Cross",21,26,56,82
May-17,"Bell Lane, Liverpool Street",23,13,1,14
May-17,"Bell Street, Marylebone",18,6,16,22
May-17,"Belvedere Road, South Bank",76,20,18,38
May-17,"Belvedere Road, South Bank",76,32,19,51
May-17,"Belvedere Road, South Bank",76,20,18,38
May-17,"Belvedere Road, South Bank",76,32,19,51
May-17,"Bermondsey Street, Bermondsey",24,6,19,25
May-17,"Berry Street, Clerkenwell",41,36,20,56
May-17,"Beryl Road, Hammersmith",26,0,3,3
May-17,"Bethnal Green Garden, Bethnal Green",23,1,7,8
May-17,"Bethnal Green Road, Shoreditch",38,14,7,21
May-17,"Bevington Road West, North Kensington",24,0,1,1
May-17,"Bevington Road, North Kensington",27,4,4,8
May-17,"Binfield Road, Stockwell",35,4,2,6
May-17,"Birkenhead Street, King's Cross",27,22,34,56
May-17,"Bishop's Avenue, Fulham",44,0,1,1
May-17,"Bishop's Bridge Road East, Bayswater",20,0,18,18
May-17,"Bishop's Bridge Road West, Bayswater",18,0,13,13
May-17,"Black Lion Gate, Kensington Gardens",24,0,24,24
May-17,"Black Prince Road, Vauxhall",19,10,11,21
May-17,"Blackfriars Road, Southwark",42,4,8,12
May-17,"Blenheim Crescent, Ladbroke Grove",22,1,0,1
May-17,"Blythe Road West, Shepherd's Bush",21,0,0,0
May-17,"Bolsover Street, Fitzrovia",19,1,8,9
May-17,"Bonny Street, Camden Town",45,11,17,28
May-17,"Borough High Street, The Borough",21,2,1,3
May-17,"Borough Road, Elephant & Castle",41,4,4,8
May-17,"Boston Place, Marylebone",26,23,42,65
May-17,"Bouverie Street, Temple",18,36,19,55
May-17,"Bow Church Station, Bow",39,0,7,7
May-17,"Bow Road Station, Bow",42,1,11,12
May-17,"Bradmead, Nine Elms",40,1,9,10
May-17,"Braham Street, Aldgate",34,10,1,11
May-17,"Bramham Gardens, Earl's Court",29,1,13,14
May-17,"Breams Buildings, Holborn",24,16,11,27
May-17,"Brick Lane Market, Bangla Town",23,6,5,11
May-17,"Bricklayers Arms, The Borough",28,7,12,19
May-17,"Bridge Avenue, Hammersmith",18,5,0,5
May-17,"British Museum, Bloomsbury",35,35,17,52
May-17,"Broadcasting House, Marylebone",13,8,3,11
May-17,"Broadley Terrace, Marylebone",18,0,8,8
May-17,"Broadwick Street, Soho",18,18,2,20
May-17,"Bromley High Street, Bow",24,0,0,0
May-17,"Brook Green South, Brook Green",33,0,0,0
May-17,"Broomhouse Lane, Parsons Green",29,0,3,3
May-17,"Brunswick Square, Bloomsbury",24,3,10,13
May-17,"Brushfield Street, Liverpool Street",34,84,11,95
May-17,"Bruton Street, Mayfair",21,42,4,46
May-17,"Buckingham Gate, Westminster",16,40,8,48
May-17,"Bunhill Row, Moorgate",30,41,3,44
May-17,"Burdett Road, Mile End",33,0,6,6
May-17,"Bury Place, Holborn",21,27,6,33
May-17,"Butler Place, Westminster",18,54,25,79
May-17,"Buxton Street, Bangla Town",41,2,6,8
May-17,"Cadogan Close, Victoria Park",22,0,0,0
May-17,"Cadogan Gardens, Sloane Square",15,19,0,19
May-17,"Cadogan Place, Knightsbridge",34,19,0,19
May-17,"Caldwell Street, Stockwell",43,12,20,32
May-17,"Calshot Street, King's Cross",24,0,21,21
May-17,"Campden Hill Road, Notting Hill",17,0,11,11
May-17,"Canton Street, Poplar",23,1,2,3
May-17,"Cantrell Road, Bow",24,0,4,4
May-17,"Carey Street, Holborn",16,15,6,21
May-17,"Carnegie Street, King's Cross",40,2,15,17
May-17,"Cartwright Gardens, Bloomsbury",22,1,25,26
May-17,"Castalia Square, Cubitt Town",37,3,0,3
May-17,"Castlehaven Road, Camden Town",29,4,6,10
May-17,"Central House, Whitechapel",18,2,1,3
May-17,"Cephas Street, Bethnal Green",24,0,7,7
May-17,"Chadwell Street, Angel",18,0,27,27
May-17,"Chancery Lane, Holborn",15,8,5,13
May-17,"Chapel Place, Marylebone",29,15,3,18
May-17,"Charing Cross Hospital, Hammersmith",21,0,1,1
May-17,"Charlbert Street, St. John's Wood",16,0,10,10
May-17,"Charles II Street, West End",24,21,1,22
May-17,"Charlotte Street, Fitzrovia",14,7,1,8
May-17,"Charlotte Terrace, Angel",25,3,23,26
May-17,"Cheapside, Bank",43,78,51,129
May-17,"Chelsea Bridge, Pimlico",15,1,4,5
May-17,"Chelsea Green, Chelsea",27,3,1,4
May-17,"Chepstow Villas, Notting Hill",26,0,12,12
May-17,"Cheshire Street, Bethnal Green",28,1,15,16
May-17,"Chesilton Road, Fulham",23,0,4,4
May-17,"Chrisp Street Market, Poplar",18,2,1,3
May-17,"Christian Street, Whitechapel",34,2,22,24
May-17,"Christopher Street, Liverpool Street",32,25,4,29
May-17,"City Road, Angel",47,2,16,18
May-17,"Clapham Common Northside, Clapham Common",37,2,9,11
May-17,"Clapham Road, Lingham Street, Stockwell",30,5,3,8
May-17,"Claremont Square, Angel",18,0,49,49
May-17,"Clarence Walk, Stockwell",28,8,4,12
May-17,"Clarendon Road, Avondale",24,0,0,0
May-17,"Clarges Street, West End",16,8,0,8
May-17,"Clarkson Street, Bethnal Green",31,2,1,3
May-17,"Claverton Street, Pimlico",32,1,17,18
May-17,"Cleaver Street, Kennington",16,6,6,12
May-17,"Clerkenwell Green, Clerkenwell",21,24,9,33
May-17,"Cleveland Gardens, Bayswater",16,0,8,8
May-17,"Cleveland Way, Bethnal Green",36,1,7,8
May-17,"Clifton Road, Maida Vale",22,3,12,15
May-17,"Clifton Street, Shoreditch",24,9,0,9
May-17,"Clinton Road, Mile End",36,1,1,2
May-17,"Cloudesley Road, Angel",20,8,45,53
May-17,"Colet Gardens, Hammersmith",30,1,0,1
May-17,"Collingham Gardens, Earl's Court",14,0,11,11
May-17,"Colombo Street, Southwark",15,3,0,3
May-17,"Columbia Road, Weavers",24,3,16,19
May-17,"Commercial Street, Shoreditch",16,11,1,12
May-17,"Concert Hall Approach, South Bank",28,51,33,84
May-17,"Concert Hall Approach, South Bank",28,33,25,58
May-17,"Coomer Place, West Kensington",27,0,3,3
May-17,"Copper Box Arena, QEOP",33,0,1,1
May-17,"Coram Street, Camden",29,4,14,18
May-17,"Cotton Garden Estate, Kennington",24,6,6,12
May-17,"Courland Grove, Wandsworth Road",40,4,10,14
May-17,"Crabtree Lane, Fulham",27,0,4,4
May-17,"Craven Street, Strand",23,57,30,87
May-17,"Crawford Street, Marylebone",18,2,6,8
May-17,"Crinan Street, King's Cross",20,6,5,11
May-17,"Crisp Road, Hammersmith",46,4,1,5
May-17,"Cromer Street, Bloomsbury",28,2,12,14
May-17,"Crosswall, Tower",34,36,9,45
May-17,"Culvert Road, Battersea",27,0,3,3
May-17,"Curlew Street, Shad Thames",21,6,6,12
May-17,"Curzon Street, Mayfair",16,17,1,18
May-17,"Danvers Street, West Chelsea",21,3,0,3
May-17,"De Vere Gardens, Kensington",29,0,24,24
May-17,"Denyer Street, Knightsbridge",30,6,0,6
May-17,"Derry Street, Kensington",18,17,0,17
May-17,"Devons Road, Bow",39,1,3,4
May-17,"Devonshire Square, Liverpool Street",16,12,1,13
May-17,"Devonshire Terrace, Bayswater",15,3,12,15
May-17,"Dickens Square, The Borough",32,3,3,6
May-17,"Disraeli Road, Putney",33,0,0,0
May-17,"Do not use, Not to be used",Not to be used,24,4,28
May-17,"Do not use, Not to be used",Not to be used,24,4,28
May-17,"Do not use, Not to be used",Not to be used,79,0,79
May-17,"Do not use, Not to be used",Not to be used,79,0,79
May-17,"Dock Street, Wapping",30,3,1,4
May-17,"Doddington Grove, Kennington",36,7,7,14
May-17,"Doric Way, Somers Town",31,37,48,85
May-17,"Dorothy Road, Clapham Junction",28,1,7,8
May-17,"Dorset Square, Marylebone",16,14,15,29
May-17,"Drayton Gardens, Chelsea",18,4,4,8
May-17,"Driffield Road, Old Ford",19,2,4,6
May-17,"Drummond Street, Euston",28,39,58,97
May-17,"Drury Lane, Covent Garden",27,27,13,40
May-17,"Duke Street Hill, London Bridge",21,12,2,14
May-17,"Dunston Road, Haggerston",43,4,28,32
May-17,"Durant Street, Bethnal Green",24,3,18,21
May-17,"Eagle Wharf Road, Hoxton",45,6,58,64
May-17,"Earnshaw Street, Covent Garden",18,21,2,23
May-17,"East Ferry Road, Cubitt Town",17,3,0,3
May-17,"East India DLR, Blackwall",51,2,0,2
May-17,"East Road, Hoxton",27,3,11,14
May-17,"East Village, QEOP",34,0,1,1
May-17,"Eastbourne Mews, Paddington",34,1,23,24
May-17,"Eaton Square (South), Belgravia",31,8,2,10
May-17,"Eaton Square, Belgravia",20,3,15,18
May-17,"Ebury Bridge, Pimlico",29,4,6,10
May-17,"Eccleston Place, Victoria",19,0,7,7
May-17,"Edgware Road Station, Paddington",64,2,28,30
May-17,"Eel Brook Common, Walham Green",24,1,4,5
May-17,"Elizabeth Bridge, Victoria",34,15,3,18
May-17,"Elysium Place, Fulham",21,0,2,2
May-17,"Embankment (Savoy), Strand",42,12,2,14
May-17,"Emperor's Gate, South Kensington",22,1,8,9
May-17,"Empire Square, The Borough",46,1,2,3
May-17,"Endsleigh Gardens, Euston",32,44,45,89
May-17,"Erin Close, Walham Green",24,4,2,6
May-17,"Esmond Street, Putney",30,2,1,3
May-17,"Ethelburga Estate, Battersea Park",30,3,5,8
May-17,"Euston Road, Euston",24,18,18,36
May-17,"Everington Street, Fulham",31,0,2,2
May-17,"Eversholt Street, Camden Town",16,1,12,13
May-17,"Evesham Street, Avondale",29,2,2,4
May-17,"Exhibition Road Museums, South Kensington",22,14,3,17
May-17,"Exhibition Road, Knightsbridge",20,65,31,96
May-17,"Falcon Road, Clapham Junction",28,0,1,1
May-17,"Falkirk Street, Hoxton",26,3,4,7
May-17,"Fanshaw Street, Hoxton",34,0,23,23
May-17,"Farm Street, Mayfair",15,13,1,14
May-17,"Farringdon Lane, Clerkenwell",16,13,8,21
May-17,"Fashion Street, Whitechapel",30,3,2,5
May-17,"Fawcett Close, Battersea",36,0,6,6
May-17,"Felsham Road, Putney",18,4,0,4
May-17,"Finlay Street, Fulham",18,0,1,1
May-17,"Finnis Street, Bethnal Green",29,0,9,9
May-17,"Finsbury Circus, Liverpool Street",32,42,5,47
May-17,"Finsbury Leisure Centre, St. Luke's",20,10,4,14
May-17,"Finsbury Library, Finsbury",29,7,8,15
May-17,"Finsbury Square, Moorgate",33,32,2,34
May-17,"Fire Brigade Pier, Vauxhall",30,3,28,31
May-17,"Fishermans Walk West, Canary Wharf",36,3,0,3
May-17,"Flamborough Street, Limehouse",25,4,3,7
May-17,"Flood Street, Chelsea",18,9,2,11
May-17,"Ford Road, Old Ford",18,1,5,6
May-17,"Fore Street, Guildhall",19,25,5,30
May-17,"Fournier Street, Whitechapel",18,12,4,16
May-17,"Frampton Street, Paddington",32,0,3,3
May-17,"Freston Road, Avondale",23,1,0,1
May-17,"Frith Street, Soho",18,29,1,30
May-17,"Fulham Broadway, Walham Green",26,6,2,8
May-17,"Fulham Park Road, Fulham",27,0,1,1
May-17,"Furze Green, Bow",36,0,3,3
May-17,"Garnet Street, Shadwell",24,3,9,12
May-17,"Gaywood Street, Elephant & Castle",45,4,6,10
May-17,"George Place Mews, Marylebone",16,7,2,9
May-17,"George Street, Marylebone",26,17,2,19
May-17,"Geraldine Street, Elephant & Castle",17,1,4,5
May-17,"Geraldine Street, Elephant & Castle",17,1,1,2
May-17,"Globe Town Market, Bethnal Green",20,6,9,15
May-17,"Gloucester Avenue, Camden Town",24,6,9,15
May-17,"Gloucester Road (Central), South Kensington",19,0,8,8
May-17,"Gloucester Road (North), Kensington",16,3,1,4
May-17,"Gloucester Road Station, South Kensington",15,4,6,10
May-17,"Gloucester Street, Pimlico",25,4,17,21
May-17,"Gloucester Terrace, Bayswater",23,0,10,10
May-17,"Godliman Street, St. Paul's",25,57,33,90
May-17,"Golden Lane, Barbican",27,15,1,16
May-17,"Golden Square, Soho",18,15,1,16
May-17,"Goldsmiths Row, Haggerston",27,5,20,25
May-17,"Good's Way, King's Cross",27,4,11,15
May-17,"Goswell Road (City Uni), Finsbury",17,5,23,28
May-17,"Gower Place, Euston",17,8,19,27
May-17,"Grafton Street, Mayfair",18,32,4,36
May-17,"Graham Street, Angel",26,5,35,40
May-17,"Granby Street, Shoreditch",37,2,19,21
May-17,"Grant Road, Clapham Junction",120,4,0,4
May-17,"Grant Road, Clapham Junction",120,8,0,8
May-17,"Grant Road, Clapham Junction",120,13,0,13
May-17,"Grant Road, Clapham Junction",120,8,0,8
May-17,"Grant Road, Clapham Junction",120,13,0,13
May-17,"Grant Road, Clapham Junction",120,4,0,4
May-17,"Grant Road, Clapham Junction",120,8,0,8
May-17,"Grant Road, Clapham Junction",120,13,0,13
May-17,"Grant Road, Clapham Junction",120,4,0,4
May-17,"Great Dover Street, The Borough",33,3,5,8
May-17,"Great Marlborough Street, Soho",41,27,5,32
May-17,"Great Percy Street, Clerkenwell",23,5,20,25
May-17,"Great Russell Street, Bloomsbury",26,22,4,26
May-17,"Great Suffolk Street, The Borough",21,1,6,7
May-17,"Great Titchfield Street, Fitzrovia",19,13,1,14
May-17,"Great Tower Street, Monument",24,59,14,73
May-17,"Green Park Station, West End",28,48,9,57
May-17,"Green Street, Mayfair",19,10,3,13
May-17,"Greenberry Street, St. John's Wood",24,0,9,9
May-17,"Greenland Road, Camden Town",36,14,1,15
May-17,"Grenfell Road, Avondale",24,1,3,4
May-17,"Greycoat Street, Westminster",17,19,2,21
May-17,"Greyhound Road, Hammersmith",37,0,2,2
May-17,"Grosvenor Crescent, Belgravia",18,1,9,10
May-17,"Grosvenor Road, Pimlico",29,0,14,14
May-17,"Grosvenor Square, Mayfair",17,25,4,29
May-17,"Grove End Road, St. John's Wood",20,1,16,17
May-17,"Guildhouse Street, Victoria",16,6,1,7
May-17,"Guilford Street, Bloomsbury",38,13,12,25
May-17,"Gunmakers Lane, Old Ford",17,3,3,6
May-17,"Gwendwr Road, West Kensington",30,0,2,2
May-17,"Haggerston Road, Haggerston",37,6,11,17
May-17,"Halford Road, Fulham",24,3,1,4
May-17,"Hammersmith Road, Hammersmith",22,2,0,2
May-17,"Hammersmith Town Hall, Hammersmith",28,7,0,7
May-17,"Hampstead Road (Cartmel), Euston",16,0,11,11
May-17,"Hampstead Road, Euston",54,5,21,26
May-17,"Hampton Street, Walworth",21,4,6,10
May-17,"Handyside Street, King's Cross",27,3,11,14
May-17,"Hansard Mews, Shepherds Bush",20,1,0,1
May-17,"Harcourt Terrace, West Brompton",24,1,5,6
May-17,"Hardwick Street, Clerkenwell",30,3,21,24
May-17,"Harford Street, Mile End",23,0,1,1
May-17,"Harper Road, The Borough",42,5,2,7
May-17,"Harriet Street, Knightsbridge",27,13,0,13
May-17,"Harrington Square, Camden Town",65,3,11,14
May-17,"Harrington Square, Camden Town",65,2,7,9
May-17,"Harrowby Street, Marylebone",16,1,13,14
May-17,"Hartington Road, Stockwell",35,5,9,14
May-17,"Hatton Garden, Holborn",28,32,35,67
May-17,"Hatton Wall, Holborn",26,57,39,96
May-17,"Hawley Crescent, Camden Town",22,6,3,9
May-17,"Heath Road, Battersea",27,4,8,12
May-17,"Here East North, Queen Elizabeth Olympic Park",24,0,1,1
May-17,"Here East South, Queen Elizabeth Olympic Park",,1,0,1
May-17,"Hereford Road, Bayswater",22,1,14,15
May-17,"Hermitage Court, Wapping",16,3,4,7
May-17,"Heron Quays DLR, Canary Wharf",27,0,0,0
May-17,"Hertford Road, De Beauvoir Town",25,5,22,27
May-17,"Hewison Street, Old Ford",19,0,4,4
May-17,"Hibbert Street, Battersea",36,1,0,1
May-17,"High Holborn, Covent Garden",17,14,2,16
May-17,"Hinde Street, Marylebone",21,23,4,27
May-17,"Holborn Circus, Holborn",39,158,81,239
May-17,"Holden Street, Battersea",19,0,4,4
May-17,"Holland Park, Kensington",30,0,19,19
May-17,"Hollybush Gardens, Bethnal Green",32,4,2,6
May-17,"Holy Trinity Brompton, Knightsbridge",28,18,0,18
May-17,"Hop Exchange, The Borough",57,113,1,114
May-17,"Horseferry Road, Westminster",16,41,29,70
May-17,"Hortensia Road, West Brompton",28,0,4,4
