Monthly Redistribution Visits by Docking Station,,,,,
January 2017 - July 2017,,,,,
,,,,,
Month,Docking Station,Docking Points,Collection Visits,Distribution Visits,"Total Visits"
Month,Docking Station,Docking Points Constructed,Collection Visits,Distribution Vistis,Total Visits
May-17,"Houghton Street, Strand",15,11,1,12
May-17,"Houndsditch, Aldgate",28,12,1,13
May-17,"Howick Place, Westminster",28,52,5,57
May-17,"Howland Street, Fitzrovia",30,12,2,14
May-17,"Hoxton Station, Haggerston",22,4,13,17
May-17,"Hoxton Street, Hoxton",27,3,11,14
May-17,"Humbolt Road, Fulham",27,0,3,3
May-17,"Hurlingham Park, Parsons Green",20,1,1,2
May-17,"Hyde Park Corner, Hyde Park",28,2,8,10
May-17,"Ilchester Gardens, Bayswater",21,0,19,19
May-17,"Ilchester Place, Kensington",24,0,7,7
May-17,"Imperial College, Knightsbridge",21,28,4,32
May-17,"Imperial Road, Sands End",37,0,6,6
May-17,Imperial Wharf Station,25,2,2,4
May-17,"Ingrave Street, Battersea",30,0,1,1
May-17,"Irene Road, Parsons Green",43,0,4,4
May-17,"Islington Green, Angel",21,5,22,27
May-17,"Jewry Street, Aldgate",17,15,1,16
May-17,"Jubilee Cresent, Cubitt Town",53,0,3,3
May-17,"Jubilee Gardens, South Bank",30,46,15,61
May-17,"Jubilee Plaza, Canary Wharf",63,2,0,2
May-17,"Jubilee Street, Stepney",28,2,15,17
May-17,"Kennington Cross, Kennington",29,13,23,36
May-17,"Kennington Lane Rail Bridge, Vauxhall",36,0,0,0
May-17,"Kennington Lane Tesco, Vauxhall",15,12,0,12
May-17,"Kennington Oval, Oval",32,5,4,9
May-17,"Kennington Road Post Office, Oval",18,10,11,21
May-17,"Kennington Road, Vauxhall",36,0,14,14
May-17,"Kennington Station, Kennington",23,6,3,9
May-17,"Kensington Church Street, Kensington",17,0,2,2
May-17,"Kensington Gore, Knightsbridge",23,2,20,22
May-17,"Kensington Olympia Station, Olympia",25,0,3,3
May-17,"Kensington Town Hall, Kensington",18,0,6,6
May-17,"Killick Street, King's Cross",22,1,2,3
May-17,"King Edward Street, St Pauls",20,33,8,41
May-17,"King Edward Walk, Waterloo",22,0,6,6
May-17,"Kings Gate House, Westminster",24,16,9,25
May-17,"Kingsway Southbound, Strand",33,20,2,22
May-17,"Kingsway, Covent Garden",16,6,7,13
May-17,"Knaresborough Place, Earl's Court",18,0,7,7
May-17,"Knightsbridge, Hyde Park",43,2,39,41
May-17,"Ladbroke Grove Central, Notting Hill",21,0,12,12
May-17,"Lambeth North Station, Waterloo",20,2,8,10
May-17,"Lambeth Palace Road, Waterloo",34,22,3,25
May-17,"Lambeth Road, Vauxhall",18,4,12,16
May-17,"Lancaster Drive, Blackwall",27,0,2,2
May-17,"Lancaster Gate, Bayswater",38,0,29,29
May-17,"Langdon Park, Poplar",24,4,0,4
May-17,"Lansdowne Road, Ladbroke Grove",30,0,6,6
May-17,"Lansdowne Walk, Notting Hill",21,0,8,8
May-17,"Lansdowne Way Bus Garage, Stockwell",28,4,3,7
May-17,"Lavington Street, Bankside",29,8,9,17
May-17,"Lee Valley Velo Park, QEOP",44,0,1,1
May-17,"Leman Street, Aldgate",37,11,10,21
May-17,"Leonard Circus, Shoreditch",41,18,0,18
May-17,"Lexham Gardens, Kensington",19,0,6,6
May-17,"Lightermans Road, Millwall",57,2,0,2
May-17,"Limburg Road, Clapham Common",21,1,2,3
May-17,"Limerston Street, Chelsea",18,5,1,6
May-17,"Lincoln's Inn Fields, Holborn",28,14,5,19
May-17,"Lindfield Street, Poplar",43,0,2,2
May-17,"Lisson Grove, St. John's Wood",18,1,14,15
May-17,"Little Argyll Street, West End",21,64,7,71
May-17,"Little Brook Green, Brook Green",33,3,0,3
May-17,"Liverpool Road (N1 Centre), Angel",24,4,17,21
May-17,"LMU Commercial Road, Whitechapel",14,3,7,10
May-17,"Lodge Road, St. John's Wood",18,1,4,5
May-17,"Lollard Street, Vauxhall",25,7,24,31
May-17,"London Aquatics Centre, QEOP",64,8,0,8
May-17,"London Zoo Car Park, Regent's Park",36,2,7,9
May-17,"London Zoo, Regent's Park",32,1,4,5
May-17,"Long Lane, Bermondsey",20,7,16,23
May-17,"Longford Street, Regent's Park",21,1,14,15
May-17,"Lord's, St. John's Wood",24,1,12,13
May-17,"Lots Road, West Chelsea",24,1,1,2
May-17,"Lower Marsh, Waterloo",17,8,8,16
May-17,"Lower Thames Street, Monument",24,6,0,6
May-17,"LSBU (Borough Road), Elephant & Castle",35,2,7,9
May-17,"Macclesfield Road, St. Luke's",28,3,23,26
May-17,"Maclise Road, Olympia",26,0,0,0
May-17,"Malet Street, Bloomsbury",40,35,23,58
May-17,"Mallory Street, Marylebone",20,0,9,9
May-17,"Malmesbury Road, Bow",21,0,2,2
May-17,"Manbre Road, Hammersmith",28,0,4,4
May-17,"Manfred Road, East Putney",29,0,3,3
May-17,"Manresa Road, Chelsea",18,9,0,9
May-17,"Margery Street, Clerkenwell",19,4,10,14
May-17,"Marloes Road, Kensington",14,1,4,5
May-17,"Marylebone Lane, Marylebone",24,24,0,24
May-17,"Melton Street, Euston",27,0,0,0
May-17,"Merchant Street, Bow",27,0,6,6
May-17,"Mexfield Road, East Putney",18,0,2,2
May-17,"Michael Road, Walham Green",37,2,3,5
May-17,"Mile End Park Leisure Centre, Mile End",47,0,9,9
May-17,"Mile End Stadium, Mile End",22,0,3,3
May-17,"Millbank Tower, Pimlico",24,16,21,37
May-17,"Millennium Hotel, Mayfair",27,27,8,35
May-17,"Millharbour, Millwall",19,1,2,3
May-17,"Milroy Walk, South Bank",30,7,9,16
May-17,"Monier Road, QEOP",27,3,1,4
May-17,"Montgomery Square, Canary Wharf",39,2,0,2
May-17,"Montpelier Street, Knightsbridge",16,10,1,11
May-17,"Montserrat Road, Putney",23,9,0,9
May-17,"Monument Street, Monument",22,9,2,11
May-17,"Moor Street, Soho",16,31,1,32
May-17,"Moorfields, Moorgate",54,46,8,54
May-17,"Morie Street, Wandsworth",28,5,0,5
May-17,"Mostyn Grove, Bow",46,0,7,7
May-17,"Mudchute DLR, Cubitt Town",31,2,1,3
May-17,"Murray Grove, Hoxton",27,6,16,22
May-17,"Museum of London, Barbican",52,0,0,0
May-17,"Nantes Close, Wandsworth",22,0,2,2
May-17,"Napier Avenue, Millwall",20,4,2,6
May-17,"Natural History Museum, South Kensington",42,6,6,12
May-17,"Naval Row, Blackwall",21,5,0,5
May-17,"Nesham Street, Wapping",16,2,6,8
May-17,"Nevern Place, Earl's Court",20,0,8,8
May-17,"Neville Gill Close, Wandsworth",32,6,0,6
May-17,"New Cavendish Street, Marylebone",18,6,0,6
May-17,"New Fetter Lane, Holborn",18,26,26,52
May-17,"New Globe Walk, Bankside",19,10,8,18
May-17,"New Inn Yard, Shoreditch",20,11,0,11
May-17,"New Kent Road, The Borough",33,1,9,10
May-17,"New North Road, Hoxton",44,1,9,10
May-17,"New North Road, Hoxton",44,1,8,9
May-17,"New Road, Whitechapel",73,0,3,3
May-17,"New Spring Gardens Walk, Vauxhall",40,11,2,13
May-17,"Newby Place, Poplar",18,0,0,0
May-17,"Newgate Street, St. Paul's",34,105,70,175
May-17,"Newton Street, Covent Garden",24,35,19,54
May-17,"Normand Park, Fulham",24,2,5,7
May-17,"North Audley Street, Mayfair",17,13,2,15
May-17,"North Wharf Road, Paddington",25,7,16,23
May-17,"Northdown Street, King's Cross",21,4,15,19
May-17,"Northfields, Wandsworth",28,1,1,2
May-17,"Northington Street, Holborn",19,18,14,32
May-17,"Northumberland Avenue, Strand",37,40,2,42
May-17,"Norton Folgate, Liverpool Street",23,27,2,29
May-17,"Notting Hill Gate Station, Notting Hill",31,1,30,31
May-17,"Nutford Place, Marylebone",18,2,10,12
May-17,"Old Brompton Road, South Kensington",31,3,9,12
May-17,"Old Ford Road, Bethnal Green",24,5,9,14
May-17,"Old Montague Street, Whitechapel",18,1,3,4
May-17,"Old Quebec Street, Marylebone",16,8,3,11
May-17,"Old Street Station, St. Luke's",37,24,8,32
May-17,"Olympia Way, Olympia",38,0,4,4
May-17,"One Tower Bridge, Bermondsey",13,0,0,0
May-17,"Ontario Street, Elephant & Castle",15,8,2,10
May-17,"Orbel Street, Battersea",26,0,2,2
May-17,"Ormonde Gate, Chelsea",24,7,3,10
May-17,"Orsett Terrace, Bayswater",15,0,7,7
May-17,"Osiers Road, Wandsworth",30,3,0,3
May-17,"Ossulston Street, Somers Town",30,7,13,20
May-17,"Oval Way, Vauxhall",21,8,0,8
May-17,"Oxford Road, Putney",29,0,0,0
May-17,"Paddington Green Police Station, Paddington",39,1,8,9
May-17,"Paddington Green, Paddington",20,1,13,14
May-17,"Paddington Street, Marylebone",16,3,7,10
May-17,"Page Street, Westminster",24,44,23,67
May-17,"Palace Gardens Terrace, Notting Hill",37,0,25,25
May-17,"Palace Gate, Kensington Gardens",16,3,5,8
May-17,"Palissy Street, Shoreditch",26,1,11,12
May-17,"Pall Mall East, West End",22,34,0,34
May-17,"Pancras Road, King's Cross",16,2,7,9
May-17,"Panton Street, West End",21,23,1,24
May-17,"Park Lane, Hyde Park",28,12,20,32
May-17,"Park Lane, Mayfair",18,5,7,12
May-17,"Park Road (Baker Street), Regent's Park",22,2,4,6
May-17,"Park Street, Bankside",18,11,2,13
May-17,"Parkway, Camden Town",33,14,3,17
May-17,"Parsons Green Station, Parsons Green",56,0,10,10
May-17,"Parson's Green, Parson's Green",21,0,6,6
May-17,"Pembridge Villas, Notting Hill",16,0,9,9
May-17,"Penfold Street, Marylebone",15,0,6,6
May-17,"Pennington Street, Wapping",45,0,1,1
May-17,"Penywern Road, Earl's Court",17,0,8,8
May-17,"Percival Street, Finsbury",22,3,9,12
May-17,"Peterborough Road, Sands End",30,0,3,3
May-17,"Phene Street, Chelsea",23,1,4,5
May-17,"Phillimore Gardens, Kensington",37,1,2,3
May-17,"Philpot Street, Whitechapel",30,0,6,6
May-17,"Pitfield Street (North), Hoxton",28,9,26,35
May-17,"Pitfield Street Central, Hoxton",22,3,22,25
May-17,"Plough Terrace, Clapham Junction",31,0,6,6
May-17,"Podium, QEOP",40,3,0,3
May-17,"Pont Street, Knightsbridge",24,7,1,8
May-17,"Porchester Place, Paddington",18,1,11,12
May-17,"Portland Place, Marylebone",34,4,1,5
May-17,"Portman Square, Marylebone",17,10,0,10
May-17,"Portugal Street, Holborn",16,23,9,32
May-17,"Pott Street, Bethnal Green",20,1,6,7
May-17,"Poured Lines, Bankside",31,8,7,15
May-17,"Preston's Road, Cubitt Town",26,2,0,2
May-17,"Prince Albert Road, Regent's Park",24,0,15,15
May-17,"Prince Consort Road, Knightsbridge",18,43,21,64
May-17,"Prince of Wales Drive, Battersea Park",21,2,4,6
May-17,"Princedale Road, Holland Park",25,0,4,4
May-17,"Princes Square, Bayswater",16,0,10,10
May-17,"Pritchard's Road, Bethnal Green",30,0,12,12
May-17,"Putney Bridge Road, East Putney",29,2,1,3
May-17,"Putney Bridge Station, Fulham",21,1,0,1
May-17,"Putney Pier, Wandsworth",29,12,0,12
May-17,"Putney Rail Station, Putney",20,0,2,2
May-17,"Queen Mary's, Mile End",45,1,11,12
May-17,"Queen Mother Sports Centre, Victoria",26,17,1,18
May-17,"Queen Street, Bank",56,3,0,3
May-17,"Queen Victoria Street, St. Paul's",32,39,18,57
May-17,"Queen's Circus, Battersea Park",28,1,4,5
May-17,"Queen's Gate (Central), South Kensington",31,1,5,6
May-17,"Queen's Gate (North), Kensington",19,3,4,7
May-17,"Queen's Gate (South), South Kensington",25,4,5,9
May-17,"Queen's Gate, Kensington Gardens",21,1,1,2
May-17,"Queensbridge Road, Haggerston",35,5,9,14
May-17,"Queensdale Road, Shepherd's Bush",31,0,2,2
May-17,"Rainville Road, Hammersmith",36,0,2,2
May-17,"Ram Street, Wandsworth",25,7,0,7
May-17,"Rampayne Street, Pimlico",21,5,7,12
May-17,"Ranelagh Gardens, Fulham",39,0,1,1
May-17,"Rathbone Street, Fitzrovia",15,4,0,4
May-17,"Ravenscourt Park Station, Hammersmith",26,4,0,4
May-17,"Reardon Street, Wapping",22,1,8,9
May-17,"Rectory Square, Stepney",22,0,6,6
May-17,"Red Lion Square, Holborn",16,26,22,48
May-17,"Red Lion Street, Holborn",36,51,54,105
May-17,"Regency Street, Westminster",22,5,7,12
May-17,"Regent's Row, Haggerston",24,12,16,28
May-17,"Richmond Way, Shepherd's Bush",27,0,0,0
May-17,"Rifle Place, Avondale",21,1,0,1
May-17,"Risinghill Street, Angel",25,5,34,39
May-17,"River Street, Clerkenwell",19,0,34,34
May-17,"Riverlight North, Nine Elms",24,2,5,7
May-17,"Riverlight South, Nine Elms",26,2,4,6
May-17,"Rochester Row, Westminster",13,19,6,25
May-17,"Rodney Road, Walworth",24,1,15,16
May-17,"Roscoe Street, St. Luke's",18,13,0,13
May-17,"Rossmore Road, Marylebone",18,2,11,13
May-17,"Royal Avenue, Chelsea",20,7,1,8
May-17,"Royal Avenue, Chelsea",20,7,3,10
May-17,"Royal College Street, Camden Town",57,2,17,19
May-17,"Royal London Hospital, Whitechapel",41,4,1,5
May-17,"Russell Gardens, Holland Park",24,0,1,1
May-17,"Russell Square Station, Bloomsbury",26,6,25,31
May-17,"Sackville Street, Mayfair",18,16,3,19
May-17,"Sadlers Sports Centre, Finsbury",17,7,9,16
May-17,"Sail Street, Vauxhall",24,1,6,7
May-17,"Salmon Lane, Limehouse",33,0,5,5
May-17,"Sancroft Street, Vauxhall",24,6,16,22
May-17,"Sandilands Road, Walham Green",21,0,0,0
May-17,"Santos Road, Wandsworth",30,0,3,3
May-17,"Sardinia Street, Holborn",24,29,13,42
May-17,"Saunders Ness Road, Cubitt Town",35,6,0,6
May-17,"Scala Street, Fitzrovia",21,9,3,12
May-17,"Sedding Street, Sloane Square",27,19,2,21
May-17,"Selby Street, Whitechapel",17,1,5,6
May-17,"Serpentine Car Park, Hyde Park",16,1,2,3
May-17,"Seville Street, Knightsbridge",27,2,3,5
May-17,"Seymour Place, Marylebone",33,0,10,10
May-17,"Shadwell Station, Shadwell",35,1,14,15
May-17,"Sheepcote Lane, Battersea",28,1,4,5
May-17,"Shepherd's Bush Road North, Shepherd's Bush",34,0,2,2
May-17,"Shoreditch Court, Haggerston",39,5,8,13
May-17,"Shoreditch High Street, Shoreditch",40,11,12,23
May-17,"Shoreditch Park, Hoxton",30,6,29,35
May-17,"Shouldham Street, Marylebone",16,1,8,9
May-17,"Silverthorne Road, Battersea",28,2,7,9
May-17,"Simpson Street, Battersea",25,2,1,3
May-17,"Sirdar Road, Avondale",26,0,1,1
May-17,"Sloane Avenue, Knightsbridge",30,4,0,4
May-17,"Smith Square, Westminster",18,56,38,94
May-17,"Smugglers Way, Wandsworth",28,2,0,2
May-17,"Snow Hill, Farringdon",15,37,15,52
May-17,"Snowsfields, London Bridge",31,8,3,11
May-17,"Soho Square, Soho",55,58,2,60
May-17,"Somerset House, Strand",41,12,1,13
May-17,"Sopwith Way, Wandsworth",30,1,0,1
May-17,"South Audley Street, Mayfair",15,10,0,10
May-17,"South Kensington Station, South Kensington",15,37,1,38
May-17,"South Lambeth Road, Vauxhall",21,5,5,10
May-17,"South Parade, Chelsea",18,1,2,3
May-17,"South Park, Sands End",28,0,1,1
May-17,"South Quay East, Canary Wharf",36,2,0,2
May-17,"South Wharf Road, Paddington",16,15,32,47
May-17,"Southampton Place, Holborn",20,21,10,31
May-17,"Southampton Street, Strand",14,33,4,37
May-17,"Southern Grove, Bow",17,0,4,4
May-17,"Southerton Road, Hammersmith",38,1,0,1
May-17,"Southwark Station, Southwark",82,2,7,9
May-17,"Southwark Station, Southwark",82,14,2,16
May-17,"Southwark Street, Bankside",23,3,5,8
May-17,"Southwick Street, Paddington",17,5,12,17
May-17,"Spanish Road, Wandsworth",30,0,8,8
May-17,"Spencer Park, Wandsworth Common",25,0,4,4
May-17,"Spindrift Avenue, Millwall",36,5,1,6
May-17,"St John's Park, Cubitt Town",30,0,0,0
May-17,"St Katharine’s Way, Tower",24,2,1,3
May-17,"St Martin's Close, Camden Town",18,5,7,12
May-17,"St. Bride Street, Holborn",24,47,19,66
May-17,"St. Chad's Street, King's Cross",23,20,15,35
May-17,"St. George Street, Mayfair",18,32,5,37
May-17,"St. George's Square, Pimlico",16,2,13,15
May-17,"St. James's Square, St. James's",40,81,16,97
May-17,"St. John Street, Finsbury",18,2,18,20
May-17,"St. John's Road, Clapham Junction",33,2,1,3
May-17,"St. John's Wood Church, Regent's Park",50,0,12,12
May-17,"St. John's Wood Road, St. John's Wood",35,0,25,25
May-17,"St. Luke's Church, Chelsea",20,5,4,9
May-17,"St. Mark's Road, North Kensington",23,2,0,2
May-17,"St. Martin's Street, West End",18,21,0,21
May-17,"St. Mary and St. Michael Church, Stepney",25,0,4,4
May-17,"St. Mary Axe, Aldgate",21,20,2,22
May-17,"St. Peter’s Terrace, Fulham",24,0,3,3
May-17,"Stainsby Road, Poplar",24,0,3,3
May-17,"Stamford Street, South Bank",27,34,19,53
May-17,"Stanhope Gate, Mayfair",21,6,1,7
May-17,"Stanley Grove, Battersea",24,0,6,6
May-17,"Star Road, West Kensington",24,0,4,4
May-17,"Stebondale Street, Cubitt Town",29,4,0,4
May-17,"Stephendale Road, Sands End",48,0,1,1
May-17,"Stepney Green Station, Stepney",18,1,4,5
May-17,"Stewart's Road, Nine Elms",28,5,1,6
May-17,"Stockwell Roundabout, Stockwell",33,9,0,9
May-17,"Stonecutter Street, Holborn",46,1,1,2
May-17,"Storey's Gate, Westminster",18,62,24,86
May-17,"Strand, Strand",36,15,5,20
May-17,"Strata, Elephant & Castle",21,8,6,14
May-17,"Stratford Station, QEOP",34,2,0,2
May-17,"Sugden Road, Battersea",19,0,9,9
May-17,"Sumner Place, South Kensington",19,7,2,9
May-17,"Sun Street, Liverpool Street",25,64,8,72
May-17,"Surrey Lane, Battersea",28,1,13,14
May-17,"Sutton Street, Shadwell",33,1,13,14
May-17,"Swan Street, The Borough",27,3,5,8
May-17,"Tachbrook Street, Victoria",16,10,10,20
May-17,"Tallis Street, Temple",24,32,12,44
May-17,"Tanner Street, Bermondsey",19,13,2,15
May-17,"Tate Modern, Bankside",30,16,2,18
May-17,"Tavistock Place, Bloomsbury",19,3,20,23
May-17,"Tavistock Street, Covent Garden",33,43,6,49
May-17,"Taviton Street, Bloomsbury",30,10,17,27
May-17,"Teversham Lane, Stockwell",39,6,7,13
May-17,"Teviot Street, Poplar",33,1,0,1
May-17,"The Green Bridge, Mile End",63,0,4,4
May-17,"The Guildhall, Guildhall",17,38,18,56
May-17,"The Tennis Courts, Regent's Park",16,1,3,4
May-17,"The Vale, West Chelsea",24,8,2,10
May-17,"Theobald's Road, Holborn",26,47,48,95
May-17,"Thessaly Road North, Nine Elms",28,6,0,6
May-17,"Thorndike Close, West Chelsea",25,0,8,8
May-17,"Thornfield House, Poplar",26,0,0,0
May-17,"Thurtle Road, Haggerston",22,7,14,21
May-17,"Timber Lodge, QEOP",35,1,2,3
May-17,"Tooley Street, Bermondsey",17,62,1,63
May-17,"Torrens Street, Angel",19,0,14,14
May-17,"Tower Gardens, Tower",24,51,3,54
May-17,"Trebovir Road, Earl's Court",18,0,4,4
May-17,"Triangle Car Park, Hyde Park",27,4,4,8
May-17,"Turquoise Island, Notting Hill",21,0,4,4
May-17,"Twig Folly Bridge, Mile End",21,1,13,14
May-17,"Tyers Gate, Bermondsey",36,3,6,9
May-17,"Tysoe Street, Clerkenwell",20,14,14,28
May-17,"Union Grove, Wandsworth Road",45,5,10,15
May-17,"Union Street, The Borough",17,0,1,1
May-17,"Upcerne Road, West Chelsea",29,0,6,6
May-17,"Upper Bank Street, Canary Wharf",36,4,0,4
May-17,"Upper Grosvenor Street, Mayfair",18,8,13,21
May-17,"Upper Richmond Road, East Putney",25,0,3,3
May-17,"Usk Road, Battersea",30,0,3,3
May-17,"Vauxhall Bridge, Pimlico",35,1,8,9
May-17,"Vauxhall Cross, Vauxhall",17,0,0,0
May-17,"Vauxhall Street, Vauxhall",19,8,1,9
May-17,"Vauxhall Walk, Vauxhall",27,3,0,3
May-17,"Vereker Road, West Kensington",32,4,5,9
May-17,"Vicarage Crescent, Battersea",30,0,2,2
May-17,"Vicarage Gate, Kensington",18,0,5,5
May-17,"Victoria and Albert Museum, Cromwell Road",36,15,1,16
May-17,"Victoria Park Road, Hackney Central",34,0,5,5
May-17,"Victory Place, Walworth",24,8,32,40
May-17,"Vincent Square, Westminster",19,7,1,8
May-17,"Vincent Street, Pimlico",16,11,2,13
May-17,"Walmer Road, Notting Hill",24,0,3,3
May-17,"Walnut Tree Walk, Vauxhall",20,1,18,19
May-17,"Walworth Road, Elephant & Castle",30,1,0,1
May-17,"Wandsworth Rd, Isley Court, Wandsworth Road",30,7,8,15
May-17,"Wandsworth Town Station, Wandsworth",33,4,0,4
May-17,"Wapping High Street, Wapping",20,4,2,6
May-17,"Wapping Lane, Wapping",28,0,4,4
May-17,"Wardour Street, Soho",16,5,1,6
May-17,"Warren Street Station, Fitzrovia",26,11,12,23
May-17,"Warwick Avenue Station, Maida Vale",19,1,5,6
May-17,"Warwick Road, Olympia",36,1,4,5
May-17,"Warwick Square, Pimlico",19,1,27,28
May-17,"Waterloo Bridge, South Bank",15,27,23,50
May-17,"Waterloo Place, St. James's",20,15,5,20
May-17,"Waterloo Road, Southbank",15,58,50,108
May-17,"Waterloo Station, Waterloo",126,30,14,44
May-17,"Waterloo Station, Waterloo",126,119,235,354
May-17,"Waterloo Station, Waterloo",126,115,114,229
May-17,"Watney Market, Stepney",51,5,8,13
May-17,"Watney Street, Shadwell",27,1,16,17
May-17,"Webber Street, Southwark",24,2,6,8
May-17,"Wellington Arch, Hyde Park",36,1,0,1
May-17,"Wellington Road, St. John's Wood",17,0,11,11
May-17,"Wellington Row, Bethnal Green",33,4,9,13
May-17,"Wellington Street, Strand",15,21,1,22
May-17,"Wells Street, Fitzrovia",38,4,2,6
May-17,"Wendon Street, Old Ford",18,0,2,2
May-17,"Wenlock Road, Hoxton",28,10,25,35
May-17,"West Cromwell Road, Earl's Court",24,0,5,5
May-17,"West Kensington Station, West Kensington",21,1,3,4
May-17,"West Smithfield Rotunda, Farringdon",25,48,36,84
May-17,"Westbourne Grove, Bayswater",26,0,12,12
May-17,"Westbourne Park Road, Portobello",23,0,4,4
May-17,"Westbridge Road, Battersea",28,0,6,6
May-17,"Westferry Circus, Canary Wharf",36,8,0,8
May-17,"Westferry DLR, Limehouse",41,6,1,7
May-17,"Westfield Ariel Way, White City",42,6,2,8
May-17,"Westfield Library Corner, Shepherd's Bush",27,10,0,10
May-17,"Westfield Southern Terrace, Shepherd's Bush",29,6,0,6
May-17,"Westminster Bridge Road, Elephant & Castle",26,0,3,3
May-17,"Westminster University, Marylebone",16,0,0,0
May-17,"Whiston Road, Haggerston",21,5,27,32
May-17,"Whitehall Place, Strand",46,50,4,54
May-17,"Whiteley's, Bayswater",16,4,2,6
May-17,"William IV Street, Strand",26,79,2,81
May-17,"William Morris Way, Sands End",26,2,0,2
May-17,"Windsor Terrace, Hoxton",24,8,28,36
May-17,"Winsland Street, Paddington",15,41,45,86
May-17,"Wood Street, Guildhall",17,37,20,57
May-17,"Woodstock Grove, Shepherd's Bush",23,1,1,2
May-17,"Woodstock Street, Mayfair",21,9,1,10
May-17,"World's End Place, West Chelsea",22,3,2,5
May-17,"Wormwood Street, Liverpool Street",16,38,4,42
May-17,"Wren Street, Holborn",33,7,22,29
May-17,"Wright's Lane, Kensington",37,7,1,8
May-17,"York Hall, Bethnal Green",27,6,3,9
Jun-17,,,0,0,0
Jun-17,,,0,0,0
Jun-17,"Abbey Orchard Street, Westminster",29,74,45,119
